"","sum.of.sum","sum.of.mean","sum.of.std","sum.of.min","sum.of.max","sum.of.kurtosis","sum.of.skewness","mean.of.sum","mean.of.mean","mean.of.std","mean.of.min","mean.of.max","mean.of.kurtosis","mean.of.skewness","std.of.sum","std.of.mean","std.of.std","std.of.min","std.of.max","std.of.kurtosis","std.of.skewness","min.of.sum","min.of.mean","min.of.std","min.of.min","min.of.max","min.of.kurtosis","min.of.skewness","max.of.sum","max.of.mean","max.of.std","max.of.min","max.of.max","max.of.kurtosis","max.of.skewness","kurtosis.of.sum","kurtosis.of.mean","kurtosis.of.std","kurtosis.of.min","kurtosis.of.max","kurtosis.of.kurtosis","kurtosis.of.skewness","skew.of.sum","skew.of.mean","skew.of.std","skew.of.min","skew.of.max","skew.of.kurtosis","skew.of.skewness","sum.of.Levels","mean.of.Levels","std.of.Levels","min.of.Levels","max.of.Levels","kurtosis.of.Levels","skew.of.Levels","numFeatures","logNumFeatures","numPatterns","logNumPatterns","numPatternsNA","percPatternsNA","numFeaturesNA","percFeaturesNA","numNA","percNA","logNumNAs","numNumericFeatures","numCatFeatures","classProbMin","classProbMax","classProbMean","classProbStd","PCAFractionOfComponentsFor95PercentVariance","PCAKurtosisFirstPC","PCASkewnessFirstPC","Class.Entropy"
"accident.csv",603802021.722822,301750.135793514,198597.328249677,9873.93152778,674353.9998,4007.06888706181,221.079875054815,14726878.5786054,7359.75940959791,4843.83727438237,240.827598238537,16447.6585317073,97.7333874893123,5.39219207450767,89269683.9510894,44612.5357076908,25643.5234079864,1562.60681880637,88421.3844318187,200.638142184154,7.14881072061337,-168023.64747762,-83.9698388194003,0.327017629089217,-164.66618333,6,-1.92962641160666,-1.22601157065959,571709212,285711.750124938,161462.889721414,10001,560110,969.527869276699,28.0401179253064,33.9635842414959,33.9635842414959,30.9826910974052,34.1239959693413,31.8786418766917,7.51153575828122,1.37466513947652,5.92007229443308,5.92007229443308,5.58826652256003,5.9395932827735,5.68405399435725,2.71506926616336,1.49807672740793,2080,231.111111111111,514.029290129571,2,1521,1.44799697670004,1.71055732159687,50,3.91202300542815,2001,7.60140233458373,2001,1,1,0.02,2001,0.02,7.60140233458373,39,10,0,0,0,NA,0.0169491525423729,-1.37144380196962,-0.0670268473478737,0
"adni_demographic_master_kaggle.csv",231332.2463,76.7780439097245,6.82729682313886,55.1781,93.7644,0.271645503669057,-0.497366617913933,231332.2463,76.7780439097245,6.82729682313886,55.1781,93.7644,0.271645503669057,-0.497366617913933,NA,NA,NA,NA,NA,NA,NA,231332.2463,76.7780439097245,6.82729682313886,55.1781,93.7644,0.271645503669057,-0.497366617913933,231332.2463,76.7780439097245,6.82729682313886,55.1781,93.7644,0.271645503669057,-0.497366617913933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,399.5,562.149891043305,2,797,-2.75,0,3,1.09861228866811,3013,8.0106915391303,3013,1,1,0.333333333333333,3013,0.333333333333333,8.0106915391303,0,3,0,0,0,NA,0.333333333333333,0.271666140421419,-0.4972441903661,0
"adult.csv",378620522,189215.653173413,113234.320586989,19321,1137196,165.711379355366,17.5349954474223,63103420.3333333,31535.9421955689,18872.3867644982,3220.16666666667,189532.666666667,27.6185632258944,2.92249924123706,153243978.160671,76583.6972317194,42291.6035463674,7878.45993622273,415217.037689769,53.9268431661102,4.46623409052182,20180,10.0849575212394,2.5421995615401,0,16,-0.398967940982118,-0.307874012171726,375905818,187858.979510245,104968.076012743,19302,1033222,136.342131271022,11.2221319191084,-0.0835115925182826,-0.0835115925182826,-0.110792146796324,-0.0833368595704314,-0.130240301404886,-0.209871386189806,-0.914767345720318,1.36071899825339,1.36071899825339,1.34493192033255,1.36082547697121,1.33410611967201,1.29094734645227,0.938516662614278,95,11.875,10.8685325596421,2,36,0.160959887041236,1.21481660353591,14,2.63905732961526,2001,7.60140233458373,2001,1,1,0.0714285714285714,2001,0.0714285714285714,7.60140233458373,6,9,0,0,0,NA,0.0303030303030303,4.28533881449998,-1.32362221680177,0
"agreement-sentence-agreement-DFE.csv",1493.029,0.7465145,0.197781833054741,0.3862,1,-1.15020756870074,-0.135274591436425,1493.029,0.7465145,0.197781833054741,0.3862,1,-1.15020756870074,-0.135274591436425,NA,NA,NA,NA,NA,NA,NA,1493.029,0.7465145,0.197781833054741,0.3862,1,-1.15020756870074,-0.135274591436425,1493.029,0.7465145,0.197781833054741,0.3862,1,-1.15020756870074,-0.135274591436425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,864,1217.63787720323,3,1725,-2.75,0,3,1.09861228866811,2000,7.60090245954208,2000,1,1,0.333333333333333,2000,0.333333333333333,7.60090245954208,0,3,0,0,0,NA,0.75,-1.85914362323145,-0.190118499848097,0
"aids.csv",1981,6.71525423728814,3.0371561166837,0.25,14.5,-0.865990229903703,0.347608500395531,990.5,3.35762711864407,1.51857805834185,0.125,7.25,-0.432995114951852,0.173804250197766,329.511760032931,1.11698901706078,0.029451983399382,0.176776695296637,0,0.231350334647473,0.639000026513329,757.5,2.56779661016949,1.49775236116076,0,7.25,-0.596584505410857,-0.278037001728193,1223.5,4.14745762711864,1.53940375552295,0.25,7.25,-0.269405724492846,0.625645502123724,-2.75,-2.75,-2.75,-2.75,0,-2.75,-2.75,0,0,5.66960460984342e-15,0,0,0,0,0,0,0,0,0,0,0,2,0.693147180559945,295,5.68697535633982,295,1,1,0.5,295,0.5,5.68697535633982,0,1,0,0,0,NA,1,-0.406243136470466,-0.462793925349813,0
"Aids2.csv",61442915,21611.9996482589,1262.59194555082,16771,23089,1.49559786899263,-1.30796452974107,20480971.6666667,7203.99988275296,420.863981850272,5590.33333333333,7696.33333333333,0.498532622997544,-0.435988176580356,17654368.9274011,6209.76747358462,355.764983130167,4842.09069858603,6594.20611850535,0.809258145120142,0.854583747228372,106354,37.4090749208582,10.0632630467533,0,82,-0.338542657820329,-1.19936307516228,31245306,10990.2588814632,627.158933054325,8469,11504,1.27676106969162,0.487231777910584,-2.33333333333333,-2.33333333333333,-2.33333333333333,-2.33333333333333,-2.33333333333333,-2.33333333333333,-2.33333333333333,-0.38305068582776,-0.383050685827759,-0.38488922772511,-0.384385171526555,-0.384900169501671,-0.0723325014605857,0.180500487393449,14,4.66666666666667,3.05505046330389,2,8,-2.33333333333333,0.207826562129516,6,1.79175946922805,2843,7.952615111651,2843,1,1,0.166666666666667,2843,0.166666666666667,7.952615111651,3,4,0,0,0,NA,0.2,0.274634860783785,0.978038863036179,0
"amis.csv",382897,45.3830745525661,10.5383307215339,20,81,-0.90814911153556,0.387415158646538,191448.5,22.691537276283,5.26916536076695,10,40.5,-0.45407455576778,0.193707579323269,180559.009469204,21.4008545062467,1.75132558873056,12.7279220613579,37.476659402887,1.0767146317526,0.320306884299864,63774,7.55884793172929,4.03079116091005,1,14,-1.21542677328282,-0.0327835906259001,319123,37.8242266208368,6.50753956062386,19,67,0.307277661747257,0.420198749272438,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,-2.75,0,-6.95934062284909e-17,3.72033506223269e-16,0,0,0,7.91813124367076e-17,3,3,NA,3,3,0,0,3,1.09861228866811,8437,9.04038207416563,4162,0.493303306862629,1,0.333333333333333,4162,0.164434435620876,8.33375100695358,2,2,0.506696693137371,0.506696693137371,0.506696693137371,NA,0.4,0.290531108254992,0.434544557180976,0.344474044292714
"AP_Endometrium_Breast.csv",4863146075.7,37123252.4862595,19472350.7853497,8639349.3,138056403.7,138323.725836298,26559.7327245233,444691.484610461,3394.59148557604,1780.57340758501,789.991706291148,12624.0310625457,12.6484752959307,2.42865149273256,1021056.97764109,7794.32807359613,3224.04062707551,2659.42874007434,23243.0422531252,20.260846795904,2.00954290659637,2117.3,16.1625954198473,7.80997344818173,0.7,48.7,-0.957507926195244,-0.378251568901668,16110655.9,122982.10610687,62215.3833011859,39124.9,543560.6,123.985357009668,11.1807223263195,61.5711995772097,61.5711995772097,71.1285813918245,80.2032589574353,110.709855992904,9.57203249174734,3.63839390169317,6.9909845861479,6.9909845861479,6.81420347256549,8.26884934209362,8.11040085029573,2.94359496664181,1.84182656250144,0,0,0,0,0,0,0,10936,9.29981537840379,131,4.87519732320115,131,1,1,9.1441111923921e-05,131,9.1441111923921e-05,4.87519732320115,1,1,0,0,0,NA,0.00667520117044623,3.51401974770868,-0.92286409799776,0
"AP_Endometrium_Lung.csv",6955066686.4,37192869.9807487,20277670.6816184,6038298.3,149032475.1,174777.556411091,29054.0036848656,635979.031309437,3400.95738668148,1854.21275435428,552.148710680322,13627.6952359181,15.981854097576,2.65673040278581,1410156.23934232,7540.94245637605,3292.06901458737,1755.84353000964,22880.2351490294,26.7659644978576,2.29833857864713,10664.6,57.0299465240642,422.848009900414,0.5,1791.6,-1.40959195548702,-0.295866716377488,21294413,113873.86631016,57560.0865916567,38058,611105.1,179.869194433788,13.447162068452,55.5866666729424,55.5866666729424,60.2329775474768,150.421695159969,115.66875029775,10.6530083445205,3.9495323030257,6.6580112854162,6.6580112854162,6.32977627028713,10.9712350119688,7.57634234787621,3.07802375954671,1.92254167935757,0,0,0,0,0,0,0,10936,9.29981537840379,187,5.23110861685459,187,1,1,9.1441111923921e-05,187,9.1441111923921e-05,5.23110861685459,1,1,0,0,0,NA,0.00832114118507681,0.64448527920614,-0.274558508302713,0
"AP_Endometrium_Omentum.csv",5176830352.5,37513263.423913,18978010.0201208,10634092.6,130556444.6,136944.548656013,26278.6900582145,473375.123674104,3430.25451937756,1735.37033834316,972.39325164594,11938.2264630578,12.5223618010253,2.40295263882723,1075380.74451682,7792.61409070157,3086.59899350869,3049.76635579849,19752.7938481223,21.6149882870136,2.06866239333872,6582,47.695652173913,417.289121428643,0.5,1883.2,-0.927972073994931,-0.431701311550849,15367344,111357.565217391,57986.0368600001,39124.9,301703,130.984513808726,11.4893640828551,54.4908122416763,54.4908122416763,55.0933023223725,65.9989854297301,37.499991853687,11.0217023612145,4.52692259515527,6.67394791461514,6.67394791461514,6.24728262239723,7.56038035119123,5.36177269990198,3.17030397061285,2.05209905908476,0,0,0,0,0,0,0,10936,9.29981537840379,138,4.92725368515721,138,1,1,9.1441111923921e-05,138,9.1441111923921e-05,4.92725368515721,1,1,0,0,0,NA,0.00667520117044623,0.549722933558466,-0.636636975890212,0
